id,age,gender,qualification,education,profession,position,company,experience,location
549,55,male,Experienced,Bachelors Degree,Manager,Software Engineer,InfoTech Co,17,Los Angeles
550,34,male,Experienced,PhD,Engineer,Sales Representative,Innovate Corp,15,Philadelphia
551,55,male,Skilled,PhD,Analyst,Project Manager,Data Systems Inc,4,San Jose
552,54,male,Qualified,PhD,Manager,Data Scientist,InfoTech Co,20,Los Angeles
553,33,male,Qualified,Bachelors Degree,Manager,Sales Representative,Innovate Corp,11,Phoenix
554,64,male,Experienced,High School,Consultant,Marketing Manager,Data Systems Inc,20,New York
555,43,female,Experienced,Bachelors Degree,Consultant,Marketing Manager,Global Enterprises,12,San Diego
556,63,male,Experienced,Masters Degree,Consultant,Software Engineer,Cybernetics Ltd,3,Chicago
557,19,male,Certified,PhD,Consultant,Project Manager,Cybernetics Ltd,6,Dallas
558,45,female,Licensed,PhD,Designer,Data Scientist,InfoTech Co,9,Chicago
